Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Additional Comments,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size
1614,Drummond Red Maple,3,Acer rubrum var. drummondii,['sun'],3.4,"Drummond Red Maple is a medium to large deciduous shade tree similar in many respects to the species type (see Red Maple listing). Drummond Red Maple tends to have a more leathery leaf, better adaptability to warmer climates and more poorly drained soils than the species type. At least some selections of Drummond Red Maple appear to be slightly more tolerant of neutral to mildly alkaline soils than the species type, but this is variable. Fruit of this variety appear to be larger and tend to be red compared to the species type.",{'red'},"{'spring', 'winter'}",TRUE,"[30, 50]","[25, 40]","Drummond Red Maple is less cold hardy than the species type and is a southern ecotype; while the spring flower / fruiting effect tends to be excellent, fall color is often disappointing in Texas.",0,2,1,1,1,http://ekps.tamu.edu//images/plants/acerrubrumvardrummondii2.jpg,['tree'],"['medium', 'large']"
1615,Split-Leaf Philodendron,3,Philodendron selloum,"['partial sun', 'shade']",3.4,"Split-Leaf Philodendron offers a bold coarse textured lush tropical look to the landscape. Large lobed leaves, sometimes with whole-like patches, are a dark lustrous green have blades that range from 1 ft to 3 ft long. Petioles, which can be up to 4 ft in length, originate on a thick stout seldom branched woody stalks. Stalks bear large prominent leaf scars. These coarse textured plants can serve as massed shrubs or specimens in shaded to partly shady locations.","{'red', 'green'}","{'spring', 'summer'}",FALSE,"[3, 10]","[3, 10]","Dasheen mosaic, mealybugs, scale, and spider mites are the main pests. Plants are marginally cold hardy in USDA zone 8, requiring protected sites.",1,2,2,1,1,http://ekps.tamu.edu//images/plants/philodendronselloum.jpg,"['shrub', 'interiorscape', 'tropical']","['small', 'medium', 'large']"
1616,Japanese Camellia,3,Camellia japonica,"['partial sun', 'shade']",3.4,Japanese Camellia is a medium to large sized shrub with dark green glossy evergreen leaves. Large flowers are produced during late winter and early spring. Generally useful in East Texas landscapes. Frequently grown under the canopies of pine trees. Requires similar cultural care as with Azaleas and Rhododendrons. Woody tissues and foliage can be damaged in severe winters in USDA zone 7. Flowers are readily damaged even in USDA zone 8.,"{'red', 'white', 'pink'}","{'spring', 'winter'}",FALSE,"[8, 12]","[4, 8]",None,0,1,2,1,1,http://ekps.tamu.edu//images/plants/camellia.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
1617,Mexican Ageratum or Flossflower,3,Ageratum houstonianum,"['sun', 'partial sun']",3.4,Mexican Ageratum is an effective transition season bedding plant. The smaller more compact cultivars also work well in specialty design work or as seasonal edging.,"{'blue', 'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[0.5, 0.8333333333333334]","[0.5, 0.8333333333333334]","Suitable for most well drained garden soils as long as irrigation is available. Tends to decline or die in Texas' summer heat. Most effective as a spring or fall transition season annual in Texas, summer annual in cooler climates.",0,1,2,1,1,http://ekps.tamu.edu//images/plants/ageratuh.jpg,['annual'],['small']
1618,Eastern White Pine,3,Pinus strobus,['sun'],3.4,"A stately large pine of the northeastern USA that is sometimes planted in northeast Texas. Very open and informal with long internodes in youth, maturing to a more classic tall flat-topped form. Very soft textured and a rapid grower. An important timber and ornamental in the Upper South, Midwest, and Northeastern USA.",set(),{'spring'},TRUE,"[60, 150]","[25, 35]","One of the best pines in the Northeastern USA but even in northern Texas  it is on the borderline of its heat tolerance. This pine requires an acidic soil and is intolerant to soil salt or foliar salt spray. Pinus strobiformis (Western White Pine) might be a better choice in Texas for a similar landscape effect, but remains largely untested.",0,2,1,1,1,http://ekps.tamu.edu//images/plants/pinusstrobus2.jpg,['tree'],['large']
1619,Northern Bayberry,3,Myrica pensylvanica,"['sun', 'partial sun']",3.4,"Myrica pensylvanica can be considered the northern counterpart to Myrica cerifera. Northern Bayberry  is somewhat smaller in habit, more cold hardy, and either deciduous or semievergreen compared to Southern Waxmyrtle. Northern Bayberry offers folks in North Texas an alternative to Southern Waxmyrtle which is marginally hardy there. Northern Bayberry forms an irregular rounded suckering mound.",set(),{'spring'},TRUE,"[4, 8]","[4, 8]",Northern Bayberry can tolerate fairly adverse sites but tends to develop chlorosis on high pH soils and suffers from Texas summer heat.,0,2,1,1,1,http://ekps.tamu.edu//images/plants/myricapennsylvanica3.jpg,['shrub'],"['small', 'medium', 'large']"
1620,Roses,3,Rosa spp.,"['sun', 'partial sun']",3.4,"Roses compromise a large genus of plants that have a special place in western culture. Most Americans think of a hybrid peace or tea rose, but may other forms better suited to general landscape use are available. Shrub and climbing (leaning) roses as well as antique roses make excellent landscape plants. Many of the older cultivars are highly fragrant and several have been selected for improved disease resistance. Roses can be a herbaceous perennial or shrub and evergreen, semi-evergreen, or deciduous depending upon the genotype and environment.",set(),"{'fall', 'spring', 'summer', 'winter'}",TRUE,"[1, 15]","[1, 10]","Widely variable in form, function, and adaptability. Many superior cultivars for defined purposes have been selected. Cold tolerance varies from USDA zone 2 to 7 depending on the genotype. Black spot, downy mildew, aphids and sooty mold, spider mites, thrips, and in some regions Japanese beetles can be serious problems. It pays to plant resistant cultivars.",1,2,2,1,1,http://ekps.tamu.edu//images/plants/rosahybridtea.jpg,"['perennial', 'groundcover', 'vine', 'shrub']","['small', 'medium', 'large']"
1621,Canadian Hemlock,3,Tsuga canadensis,"['sun', 'partial sun']",3.4,"Canadian Hemlock is a medium to large size conical to pyramidal evergreen tree in its native environment. This species is only suitable for use in the cooler extreme northeastern portions of our region, but is sometimes sold as a live or cut Christmas tree in other areas. Where adapted to the landscape, the fine textured dense foliage and pleasing form make it a desirable landscape plant. The main attraction is the dark green leaves with silver lines on the back. This is an important timber tree tree in its native range and a high value landscape tree in cooler climates. Dwarf forms are often used for hedges.",set(),{'spring'},TRUE,"[25, 165]","[10, 15]","Avoid drying winds, use in sheltered locations only in our region. Woolly adelgid is a serious pest in the Eastern US. Tsuga caroliniana, Carolina Hemlock, is a slightly coarser textured species native to the Southern Appalachian Mountains that may have slightly better heat and pollution tolerances.",0,2,1,1,1,http://ekps.tamu.edu//images/plants/tsugacanadensis6.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
1622,Foster's Holly,3,Ilex x attenuata,"['sun', 'partial sun']",3.4,Ilex x attenuata 'Fosteri' is a medium textured evergreen holly with a narrow conical crown. The dark glossy green foliage contrasts nicely with the medium size red berries. This hybrid holly is a result of a cross between Ilex opaca x Ilex cassine. With proper siting it can be used into USDA zone 6b.,{'green'},{'spring'},TRUE,"[15, 25]","[5, 8]","Generally tough holly that can provide a narrower crown than some of the species. Best in a moist acidic soil, but the species can survive in neutral to slightly alkaline soils that were regularly droughty.",1,2,2,1,1,http://ekps.tamu.edu//images/plants/ilexattenuata2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
1623,"Bugleweed, Ajuga, or Carpetweed",3,Ajuga reptans,"['partial sun', 'shade']",3.4,"Ajuga is a low-growing rosette forming evergreen to semi-evergreen herbaceous plant that forms a tight carpet-like appearance. The short flower stalks are borne above the foliage, but are a neutral effect. The primary attribute is the dark green, bronze, burgundy, or variegated foliage. A good shade groundcover, but tends to be short-lived in much of our region.","{'blue', 'white', 'pink'}",{'spring'},FALSE,"[0.16666666666666666, 1.0]","[0, 20]","Requires shade in much of Texas; needs steady moisture supply, but not wet soils; can be invasive in favorable sites.",0,1,2,1,1,http://ekps.tamu.edu//images/plants/ajugareptans.jpg,"['perennial', 'groundcover']","['small', 'medium']"
1624,Sweet Mock Orange,3,Philadelphus coronarius,"['sun', 'partial sun']",3.4,Sweet Mock Orange is a medium to large deciduous shrub with four-petal white flowers and yellow stamens. These irregular oval to rounded shrubs are very showy in flower. Plants tend to sucker some at the base.,"{'white', 'yellow'}",{'spring'},TRUE,"[6, 12]","[6, 8]",Peforms bestin well drained rich soils and it is cotton root rot resistant.,0,2,1,1,1,http://ekps.tamu.edu//images/plants/philadelphuscoronarius3.jpg,['shrub'],"['medium', 'large']"
1625,Bigleaf Hydrangea,3,Hydrangea macrophylla,['partial sun'],2.8,"Bigleaf Hydrangea is a popular old-fashioned deciduous small to medium size shrub with many sparsely branched stems suckering from ground level. Large showy flower heads of two types, hortensia (florist's type, hemisphere of showy sterile flowers) or lacecap (ring of showy sterile flowers around a center of less showy fertile flowers), in colors ranging from blue to pink are the major asset. Plants are particularly useful along woodland edges or other partly shady sites. Some of the small size cultivars with very large flower clusters are used as potted house plants or for table arrangements.","{'blue', 'pink'}","{'spring', 'summer'}",FALSE,"[3, 5]","[5, 8]","Flower color is affected by the soil pH of the site via the aluminum concentration; acid tends to have blue flowers, while pink is often on higher pH sites, but this is not always tree.",0,2,2,2,2,http://ekps.tamu.edu//images/plants/hydrangeamacrophylla6.jpg,"['groundcover', 'shrub', 'interiorscape']","['small', 'medium', 'large']"
1626,Oakleaf Hydrangea,3,Hydrangea quercifolia,"['partial sun', 'shade']",2.8,"Oakleaf Hydrangea is a handsome southeastern U.S. native shrub with numerous suckering stems. This shrub offers four seasons of interest, including white spring/summer flowers, tan to pinkish red fruit capsules, large dark green oakleaf-shaped leaves, maroon to red fall color, and cinnamon stick-like stems. Oakleaf Hydrangea is an excellent selection for shady to partly shady locations.",{'white'},"{'spring', 'summer'}",TRUE,"[4, 8]","[4, 10]",Plants can be rather difficult to transplant.,0,2,2,2,2,http://ekps.tamu.edu//images/plants/hydrangeaquercifolia.jpg,['shrub'],"['medium', 'large']"
1627,Yellow Flag,3,Iris pseudacorus,"['sun', 'partial sun', 'shade']",2.8,Yellow Flag is a highly adapted perennial Iris for boggy soils or even shallow water covered areas. The tall green to blue-green leaves contrast handsomely with the bright yellow flowers. Yellow Flag is a good companion plant for the Louisiana Irises.,{'yellow'},{'spring'},FALSE,"[3, 6]","[0, 20]",Naturalized locally in East Texas; compatible in culture with Louisiana Irises.,0,2,2,0,0,http://ekps.tamu.edu//images/plants/irispseudacorus.jpg,['perennial'],"['small', 'medium']"
1628,Japanese Maple,3,Acer palmatum,"['partial sun', 'shade']",2.6,"Japanese Maples are popular small trees for use in  many cold / cool temperate regions, but offer limited potential for much of Texas. Valued for their fine textured, red to green foliage, yellow to red fall color, delicate growth habits, sometiems colorful twigs, they are popular landscape plants. Unfortunately, Japanese Maples tend to develop leaf scorch unless sited in mostly shady locations in Texas. They are also intolerant of drought, high pH soils, and poor quality irrigation water. Best reserved for selected microsites in East Texas. Growth form varies from upright oval to rounded to spreading and weeping.","{'red', 'green'}",{'spring'},TRUE,"[8, 20]","[4, 15]",Cold hardiness is variable among cultivars from USDA zone 5 to 8.,0,2,2,1,1,http://ekps.tamu.edu//images/plants/acerpalmatum.jpg,"['shrub', 'tree']","['small', 'large']"
