Sun Exposure,Color,Blooming Period,Fruit?,Type,Size,Score,Plant,Good?
shade,orange,spring,FALSE,tropical,large,10.0,Mexican Zinnia,False
shade,white,spring,TRUE,vine,large,10.0,Mexican Zinnia,False
sun,orange,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
shade,pink,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,blue,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,True
sun,white,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,white,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,True
shade,orange,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,red,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,white,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,blue,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
shade,red,summer,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,red,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,False
shade,blue,winter,TRUE,tropical,small,10.0,Giant Turk's Cap,False
shade,orange,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,white,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,shrub,large,10.0,Mexican Zinnia,False
partial sun,red,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,white,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,summer,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,fall,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,summer,TRUE,annual,small,10.0,Giant Turk's Cap,True
shade,yellow,spring,TRUE,annual,large,10.0,Giant Turk's Cap,True
shade,white,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,orange,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,vine,large,10.0,Mexican Zinnia,True
partial sun,white,summer,TRUE,vine,small,10.0,Giant Turk's Cap,False
shade,yellow,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
sun,red,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,annual,small,10.0,Giant Turk's Cap,True
sun,yellow,summer,TRUE,perennial,small,10.0,Mexican Zinnia,False
sun,yellow,spring,TRUE,tropical,small,10.0,Mexican Zinnia,True
shade,blue,summer,TRUE,perennial,large,10.0,Mexican Zinnia,False
sun,orange,spring,TRUE,perennial,large,10.0,Mexican Zinnia,True
shade,yellow,winter,TRUE,tropical,large,10.0,Mexican Zinnia,False
shade,yellow,fall,TRUE,annual,medium,10.0,Mexican Zinnia,False
partial sun,pink,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
shade,pink,fall,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,red,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,red,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,True
shade,red,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,pink,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,fall,TRUE,vine,large,10.0,Mexican Zinnia,False
shade,red,fall,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,pink,winter,TRUE,annual,small,10.0,Mexican Zinnia,True
partial sun,blue,fall,FALSE,vine,large,10.0,Giant Turk's Cap,False
partial sun,red,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,True
shade,white,summer,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,fall,TRUE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,orange,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,yellow,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,annual,large,10.0,Giant Turk's Cap,True
shade,red,summer,FALSE,vine,small,10.0,Giant Turk's Cap,False
sun,orange,summer,FALSE,tropical,small,10.0,Mexican Zinnia,True
partial sun,orange,fall,TRUE,vine,small,10.0,Giant Turk's Cap,False
shade,blue,winter,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,vine,large,10.0,Giant Turk's Cap,True
sun,pink,spring,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,white,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,True
shade,pink,fall,TRUE,vine,small,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,summer,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,perennial,small,10.0,Mexican Zinnia,False
sun,yellow,spring,TRUE,vine,large,10.0,Mexican Zinnia,False
shade,orange,spring,TRUE,tropical,medium,10.0,Mexican Zinnia,True
partial sun,pink,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,True
partial sun,blue,summer,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,yellow,winter,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,red,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,True
sun,white,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,tropical,medium,10.0,Mexican Zinnia,True
partial sun,orange,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,orange,winter,TRUE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,blue,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,blue,summer,FALSE,annual,small,10.0,Giant Turk's Cap,True
partial sun,blue,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,False
shade,blue,fall,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,white,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,annual,large,10.0,Mexican Zinnia,True
shade,yellow,summer,TRUE,annual,small,10.0,Mexican Zinnia,False
shade,orange,spring,TRUE,shrub,small,10.0,Mexican Zinnia,False
sun,blue,fall,TRUE,vine,small,10.0,Mexican Zinnia,True
partial sun,red,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,pink,fall,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,fall,FALSE,vine,small,10.0,Mexican Zinnia,True
shade,pink,spring,FALSE,annual,medium,10.0,Mexican Zinnia,True
partial sun,blue,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,white,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,yellow,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,orange,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,white,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,True
shade,orange,spring,FALSE,vine,large,10.0,Giant Turk's Cap,True
shade,yellow,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,True
shade,orange,winter,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,white,spring,TRUE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,yellow,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,True
sun,red,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,white,spring,FALSE,vine,large,10.0,Giant Turk's Cap,True
sun,white,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,summer,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,fall,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,red,summer,TRUE,vine,small,10.0,Giant Turk's Cap,False
shade,red,summer,TRUE,vine,large,10.0,Giant Turk's Cap,True
sun,pink,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,True
sun,red,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
sun,white,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,summer,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,white,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,True
shade,yellow,fall,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,white,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,FALSE,tropical,medium,10.0,Mexican Zinnia,False
shade,orange,winter,FALSE,tropical,small,10.0,Mexican Zinnia,False
partial sun,red,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,white,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,vine,medium,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,vine,small,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,orange,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,red,fall,FALSE,vine,small,10.0,Giant Turk's Cap,True
sun,red,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,spring,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,True
shade,blue,fall,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,fall,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,pink,spring,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,white,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
shade,blue,spring,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,TRUE,tropical,large,10.0,Mexican Zinnia,False
shade,white,spring,FALSE,tropical,small,10.0,Mexican Zinnia,True
shade,orange,winter,TRUE,tropical,small,10.0,Mexican Zinnia,True
shade,orange,summer,TRUE,annual,large,10.0,Mexican Zinnia,False
partial sun,yellow,spring,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,white,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,orange,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,False
shade,white,summer,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,red,winter,TRUE,perennial,large,10.0,Giant Turk's Cap,True
shade,orange,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
shade,blue,winter,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,white,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,summer,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,fall,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,spring,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,True
shade,blue,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,pink,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,True
sun,white,spring,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,tropical,large,10.0,Mexican Zinnia,False
partial sun,red,summer,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,orange,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,fall,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,pink,fall,TRUE,perennial,medium,10.0,Mexican Zinnia,False
partial sun,red,summer,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,pink,summer,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,white,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,summer,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,summer,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,True
shade,yellow,fall,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,True
shade,red,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,white,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,blue,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,pink,fall,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
sun,red,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,TRUE,vine,small,10.0,Giant Turk's Cap,True
sun,yellow,fall,FALSE,tropical,large,10.0,Mexican Zinnia,False
sun,blue,fall,FALSE,shrub,large,10.0,Mexican Zinnia,False
partial sun,blue,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
sun,white,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,FALSE,shrub,large,10.0,Mexican Zinnia,False
sun,pink,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,red,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,True
shade,blue,summer,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,white,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,pink,summer,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,True
shade,red,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,perennial,small,10.0,Giant Turk's Cap,True
partial sun,pink,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,yellow,winter,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,white,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,white,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,white,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,False
shade,red,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,True
sun,blue,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,blue,fall,FALSE,vine,large,10.0,Giant Turk's Cap,True
partial sun,pink,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
sun,pink,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,annual,large,10.0,Mexican Zinnia,False
sun,blue,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,TRUE,annual,small,10.0,Mexican Zinnia,True
partial sun,orange,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,blue,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
